,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
1849,0 days 02:00:22,37.0,I13,284087,I,13,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1850,0 days 02:05:22,37.0,I13,288067,I,13,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1851,0 days 02:10:22,37.0,I13,298242,I,13,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1852,0 days 02:15:22,37.0,I13,303426,I,13,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1853,0 days 02:20:22,37.0,I13,311681,I,13,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1854,0 days 02:25:22,37.0,I13,316547,I,13,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1855,0 days 02:30:22,37.1,I13,320472,I,13,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1856,0 days 02:35:22,37.0,I13,324607,I,13,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1857,0 days 02:40:22,37.0,I13,329073,I,13,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1858,0 days 02:45:22,37.1,I13,331543,I,13,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1859,0 days 02:50:22,37.0,I13,334081,I,13,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1860,0 days 02:55:22,37.0,I13,336681,I,13,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1861,0 days 03:00:22,37.0,I13,338086,I,13,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1862,0 days 03:05:22,37.0,I13,340580,I,13,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1863,0 days 03:10:22,37.0,I13,343259,I,13,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1864,0 days 03:15:22,37.0,I13,342915,I,13,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1865,0 days 03:20:22,37.0,I13,344589,I,13,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1866,0 days 03:25:22,37.1,I13,344202,I,13,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1867,0 days 03:30:22,36.9,I13,346196,I,13,GFP-Gext,Plate 1,2026-03-19 15:32:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1868,0 days 03:35:22,37.1,I13,345750,I,13,GFP-Gext,Plate 1,2026-03-19 15:37:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1869,0 days 03:40:22,37.0,I13,347351,I,13,GFP-Gext,Plate 1,2026-03-19 15:42:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1870,0 days 03:45:22,37.0,I13,348049,I,13,GFP-Gext,Plate 1,2026-03-19 15:47:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1871,0 days 03:50:22,37.0,I13,346719,I,13,GFP-Gext,Plate 1,2026-03-19 15:52:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1872,0 days 03:55:22,37.1,I13,349615,I,13,GFP-Gext,Plate 1,2026-03-19 15:57:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1873,0 days 04:00:22,37.0,I13,346264,I,13,GFP-Gext,Plate 1,2026-03-19 16:02:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1874,0 days 04:05:22,37.1,I13,348690,I,13,GFP-Gext,Plate 1,2026-03-19 16:07:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1875,0 days 04:10:22,37.0,I13,348056,I,13,GFP-Gext,Plate 1,2026-03-19 16:12:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1876,0 days 04:15:22,37.0,I13,347181,I,13,GFP-Gext,Plate 1,2026-03-19 16:17:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1877,0 days 04:20:22,37.0,I13,348375,I,13,GFP-Gext,Plate 1,2026-03-19 16:22:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1878,0 days 04:25:22,37.1,I13,345806,I,13,GFP-Gext,Plate 1,2026-03-19 16:27:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1879,0 days 04:30:22,37.0,I13,346433,I,13,GFP-Gext,Plate 1,2026-03-19 16:32:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1880,0 days 04:35:22,37.0,I13,347847,I,13,GFP-Gext,Plate 1,2026-03-19 16:37:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1881,0 days 04:40:22,37.0,I13,345501,I,13,GFP-Gext,Plate 1,2026-03-19 16:42:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1882,0 days 04:45:22,37.0,I13,346669,I,13,GFP-Gext,Plate 1,2026-03-19 16:47:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1883,0 days 04:50:22,37.0,I13,347059,I,13,GFP-Gext,Plate 1,2026-03-19 16:52:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1884,0 days 04:55:22,37.1,I13,346867,I,13,GFP-Gext,Plate 1,2026-03-19 16:57:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1885,0 days 05:00:22,37.1,I13,347301,I,13,GFP-Gext,Plate 1,2026-03-19 17:02:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1886,0 days 05:05:22,37.0,I13,344659,I,13,GFP-Gext,Plate 1,2026-03-19 17:07:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1887,0 days 05:10:22,37.0,I13,346202,I,13,GFP-Gext,Plate 1,2026-03-19 17:12:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1888,0 days 05:15:22,37.1,I13,345830,I,13,GFP-Gext,Plate 1,2026-03-19 17:17:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1889,0 days 05:20:22,37.0,I13,347070,I,13,GFP-Gext,Plate 1,2026-03-19 17:22:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1890,0 days 05:25:22,37.0,I13,345052,I,13,GFP-Gext,Plate 1,2026-03-19 17:27:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1891,0 days 05:30:22,37.0,I13,345524,I,13,GFP-Gext,Plate 1,2026-03-19 17:32:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1892,0 days 05:35:22,37.0,I13,346575,I,13,GFP-Gext,Plate 1,2026-03-19 17:37:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1893,0 days 05:40:22,37.0,I13,346218,I,13,GFP-Gext,Plate 1,2026-03-19 17:42:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1894,0 days 05:45:22,37.0,I13,345731,I,13,GFP-Gext,Plate 1,2026-03-19 17:47:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1895,0 days 05:50:22,37.0,I13,344769,I,13,GFP-Gext,Plate 1,2026-03-19 17:52:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1896,0 days 05:55:22,37.0,I13,346323,I,13,GFP-Gext,Plate 1,2026-03-19 17:57:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1897,0 days 06:00:22,37.0,I13,344581,I,13,GFP-Gext,Plate 1,2026-03-19 18:02:56,Cytation5,26,5.0,1.8,1.8,8.0,20.0,100.0,3.0,1.9,0.3045,2.52,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.9,0.032,19.5,0.195,99.9,0.4,3.027,0.303,1.893,0.189,0.304,0.935,2.504,0.715,5.407,2.769,1.824,10.0,Sample
1898,0 days 00:00:22,27.7,I14,386,I,14,GFP-Gext,Plate 1,2026-03-19 12:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1899,0 days 00:05:22,33.8,I14,423,I,14,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1900,0 days 00:10:22,37.0,I14,693,I,14,GFP-Gext,Plate 1,2026-03-19 12:12:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1901,0 days 00:15:22,37.0,I14,2541,I,14,GFP-Gext,Plate 1,2026-03-19 12:17:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1902,0 days 00:20:22,37.0,I14,7213,I,14,GFP-Gext,Plate 1,2026-03-19 12:22:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1903,0 days 00:25:22,37.1,I14,15275,I,14,GFP-Gext,Plate 1,2026-03-19 12:27:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1904,0 days 00:30:22,37.0,I14,26301,I,14,GFP-Gext,Plate 1,2026-03-19 12:32:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1905,0 days 00:35:22,37.0,I14,42027,I,14,GFP-Gext,Plate 1,2026-03-19 12:37:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1906,0 days 00:40:22,37.0,I14,59345,I,14,GFP-Gext,Plate 1,2026-03-19 12:42:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1907,0 days 00:45:22,36.9,I14,80191,I,14,GFP-Gext,Plate 1,2026-03-19 12:47:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1908,0 days 00:50:22,37.0,I14,102883,I,14,GFP-Gext,Plate 1,2026-03-19 12:52:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1909,0 days 00:55:22,37.0,I14,126857,I,14,GFP-Gext,Plate 1,2026-03-19 12:57:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
1910,0 days 01:00:22,37.0,I14,152173,I,14,GFP-Gext,Plate 1,2026-03-19 13:02:56,Cytation5,10,5.0,1.8,1.8,15.0,53.0,100.0,3.5,2.7,0.3815,2.8,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,14.8,0.059,52.9,0.529,99.8,0.399,3.525,0.352,2.738,0.274,0.382,1.175,2.81,0.803,5.407,3.591,1.002,10.0,Sample
