ID,Note,failure,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,DNA,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP,Read_GFP-F-G35,Read_GFP-Gext,Read_GFP-M-G100,Product_plamGFP
PPK_20250616_A7_GFP-Gext,,0.0,0.054736924,2.767596916,1.348096556,0.000572689,3.942728555,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0
PPK_20250616_E1_GFP-Gext,,0.0,0.013130411,3.024812066,1.014780308,0.000200162,3.917797819,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_E4_GFP-Gext,,0.0,0.012997801,2.983896526,1.098095647,0.000178993,3.92188859,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_E7_GFP-Gext,,0.0,0.012634496,3.007663858,1.098095375,0.000178353,3.919534871,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,0.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G1_GFP-Gext,,0.0,0.117034697,2.235698388,1.598023914,0.000419718,3.986394177,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G4_GFP-Gext,,0.0,0.114907065,2.541159209,1.551377401,0.000663852,3.997202512,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
PPK_20250616_G7_GFP-Gext,,0.0,0.112343501,2.591821904,1.538104238,0.000566232,4.008836039,5.725714286,2.0,0.0,1.0,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18.0,20.0,2.0,30.0,0.0,1.0,0.0,1.0
GES-1,,7.02916531736264e-06,0.10947156697511673,2.497344493865967,1.5816086530685425,0.0005435779457911849,3.9990856647491455,5.7257142068998785,2.0000000098345136,-9.471744277789185e-09,1.0000000049172568,130.3361663797525,3.6337959765187104,40.941551209672724,15.020081520576879,2.180571317608485,7.025142669580475,23.499917983875502,17.928843093273578,1.453224539737533,74.61698150915241,7.510040760288439,11.871183395626023,4.36114263521697,31.735836029227748,18.653877258843526,3.6337959765187104,11.628734588936327,11.628734588936327,1.2107754946108351,3.3913469313522766,18.653877258843526,74.61698150915241,18.653877258843526,93.27085876340558,931.7358398381655,93.32162913590642,18.653877258843526,18.653877258843526,18.6541942180842,18.653877258843526,37.307754517407936,7.510040760288439,5.571918487680711,1.9381223917715096,1.9381223917715096,18.659371719599932,1.7999999518389258,17.66614319113844,19.999999821191977,1.9999999538832185,29.99999841316594,0.05472000498328672,1.000000043057021,6.008349373587407e-11,0.986220426185572
GES-2,,3.2676024108724278e-09,0.08965407311916351,3.5315308570861816,0.9942029714584351,0.0006471095257438719,4.128238201141357,5.74345842220254,2.0000000098345136,-9.471744277789185e-09,1.0000000049172568,130.42564481258097,3.683213018936555,40.941551209672724,16.098732666103846,2.2682929926502857,7.132019010094676,24.28641548200295,17.927999496944643,1.453224539737533,74.61698150915241,7.567553353003163,11.871183395626023,4.427550109197195,33.47076245964119,18.887629977961215,3.6337959765187104,12.195008073406639,11.724501394931984,1.2107754946108351,3.3913469313522766,19.025044580799253,74.61698150915241,18.851159941625912,93.27085876340558,992.935248321864,99.20975363565137,18.653877258843526,18.653877258843526,19.45333656226216,18.653877258843526,37.307754517407936,7.54351724101065,5.581696065058429,1.9381223917715096,1.9381223917715096,18.666787791517773,1.7999999518389258,19.999999627135537,19.999999821191977,1.9999999538832185,-8.222571068472462e-08,1.0000000228912995,1.000000043057021,6.008349373587407e-11,2.5649981694186863e-08
GES-3,,5.470197628199003e-10,0.08960885554552078,3.4415369033813477,1.0988397598266602,0.0006270059966482222,4.125674724578857,5.7257142068998785,2.0000000098345136,-9.471744277789185e-09,1.0000000049172568,141.19750992263926,3.888626570686746,40.941551209672724,15.049114098553227,2.180571317608485,7.025142669580475,24.22622161435113,17.927999496944643,1.5046394900077054,76.1960500153505,7.5106394189816035,12.616013805000772,4.439877317761357,33.181949711174106,18.653877258843526,3.6337959765187104,11.681848786633454,12.06802459729659,1.224174314990126,3.3913469313522766,18.653877258843526,74.61698150915241,18.653877258843526,94.32310001156365,931.7358398381655,101.04342666629952,18.653877258843526,18.653877258843526,20.070072007031474,19.54623111079117,37.307754517407936,7.540274474898267,5.571918487680711,1.9693285711618875,1.9381223917715096,18.653877258843526,1.7999999518389258,19.999999627135537,19.999999821191977,1.9999999538832185,-8.222571068472462e-08,1.0000000228912995,1.000000043057021,6.008349373587407e-11,2.5649981694186863e-08
GES-4,,1.557442924626784e-10,0.08684840798377991,3.4613888263702393,0.9299230575561523,0.0006296489154919982,4.107339382171631,5.7257142068998785,2.0000000098345136,-9.471744277789185e-09,1.0000000049172568,130.3361663797525,3.6337959765187104,40.941551209672724,15.020081520576879,2.180571317608485,7.025142669580475,23.499917983875502,17.927999496944643,1.453224539737533,74.61698150915241,7.55036600137879,12.431230493189448,4.36114263521697,32.06556402629181,18.653877258843526,3.6337959765187104,11.628734588936327,11.628734588936327,1.2107754946108351,3.3913469313522766,18.653877258843526,75.2900472957644,18.948470286287453,93.27085876340558,1009.3804953909848,96.88190954901017,20.208368234075266,19.6700994822132,19.13813968914399,18.653877258843526,40.08290436360938,7.745387772459201,5.571918487680711,2.0733598389139503,1.9381223917715096,18.657456060317475,1.7999999518389258,19.999999627135537,19.999999821191977,1.9999999538832185,-8.222571068472462e-08,1.0000000228912995,1.000000043057021,6.008349373587407e-11,2.5649981694186863e-08
GES-5,,6.825775361596342e-11,0.08843599259853363,3.4669041633605957,0.8840984106063843,0.000647022039629519,4.130551815032959,5.7257142068998785,2.0000000098345136,-9.471744277789185e-09,1.0000000049172568,130.3361663797525,3.751260034180964,40.941551209672724,15.121421501082455,2.3622856054637325,7.025207548445169,23.499917983875502,19.42200087726019,1.5445720592873229,74.61698150915241,7.654409228633758,11.871183395626023,4.365921727615101,31.735836029227748,18.653877258843526,3.8184030232047315,11.628734588936327,11.628734588936327,1.2107754946108351,3.5298212477620625,19.252954200077784,74.61698150915241,18.653877258843526,93.27085876340558,931.7358398381655,101.04342666629952,18.68026925302036,18.653877258843526,20.12762004869512,18.653877258843526,37.307754517407936,7.56630790771803,5.571918487680711,1.9833373218173314,1.9381223917715096,19.210773277237564,1.7999999518389258,19.999999627135537,19.999999821191977,1.9999999538832185,-8.222571068472462e-08,1.0000000228912995,1.000000043057021,6.008349373587407e-11,2.5649981694186863e-08
